artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_id,track_pop,artist_pop,release_date,artist_genre,name
Circa Waves,Sad Happy,Be Your Drug,386bhw8Lay6xEpVHI5TI79,0.601,0.778,0,-5.413,1,0.0435,0.0135,0.0788,0.692,173.993,148991,4,6hl5k4gLl1p3sjhHcb57t2,30.0,55.0,2020-03-13,britpop revival,2/23/2021
Circa Waves,Sad Happy,Sad Happy - Single Edit,1pHdycj7kiNpf9tOfSldSL,0.666,0.775,11,-4.863,0,0.0295,0.00241,0.123,0.9,125.984,187752,4,6hl5k4gLl1p3sjhHcb57t2,34.0,55.0,2020-03-13,britpop revival,2/23/2021
The Academic,Acting My Age,Acting My Age,3kcX1eNaWhs3uqgwpRWgID,0.66,0.768,9,-3.945,1,0.0266,2.09e-05,0.326,0.77,120.03,222313,4,3VLf4DlBTN2ZRwygS3TNti,56.0,53.0,2020-07-06,irish indie,2/23/2021
The Academic,Anything Could Happen,Anything Could Happen,6sOJFXHNfNo0R0wx2nlKfF,0.772,0.809,2,-4.212,1,0.0355,2.5e-06,0.0278,0.891,120.975,203474,4,3VLf4DlBTN2ZRwygS3TNti,49.0,53.0,2020-05-04,irish indie,2/23/2021
Marc Bolan,Beyond The Risin’ Sun,Cat Black,21VZv35sbRnAwnpdeO5uVF,0.532,0.447,3,-11.554,1,0.0268,0,0.105,0.541,84.134,154067,4,4M2gGLzKCo0rPyn224PsoN,21.0,32.0,2010-06-28,glam rock,2/23/2021
Minutemen,Double Nickels on the Dime,History Lesson Part 2,45fq6kIQtooot7WVRsXAum,0.683,0.241,0,-16.192,1,0.0475,0.522,0.085,0.727,121.213,132133,4,0z6zRFzl5njXWLVAisXQBz,41.0,43.0,1984-07-24,alternative rock,2/23/2021
Conor Oberst and the Mystic Valley Band,One of My Kind,Kodachrome,6uPUACLG1QledvvJRdIVeH,0.366,0.965,4,-4.609,1,0.0618,0.000385,0.103,0.75,138.297,248867,4,2BoOe7KEtWpXqnfs8yaj1V,36.0,25.0,2012-05-15,omaha indie,2/23/2021
Stanley Brinks and The Wave Pictures,Orange Juice,Orange Juice,2PkC4vf6KE4lPMea6Ce20c,0.733,0.721,9,-5.117,1,0.0629,8.61e-05,0.133,0.797,117.05,200149,4,5rj3M9qmjkCvStwlulF3jx,44.0,26.0,2014-01-20,anti-folk,2/23/2021
Grapetooth,Grapetooth,Violent,7qILSK74RpSLZJPCgpkIUB,0.36,0.808,2,-1.844,1,0.0354,0.000158,0.104,0.115,170.068,216640,4,2JcgT3bbIW7SctN6eQI2eh,35.0,35.0,2018-11-09,,2/23/2021
Coldplay,Everyday Life,Orphans,03T4ttRCiLXST6MZjeMwmR,0.503,0.808,11,-5.051,0,0.0451,0.00149,0.557,0.282,107.973,197533,4,4gzpq5DPGxSnKTe4SA8HAU,64.0,86.0,2019-11-22,permanent wave,2/23/2021
Orange Juice,Rip It Up,Rip It Up,1eamsmwcYYhJwTgMFdQ6YN,0.881,0.546,7,-9.357,1,0.0407,0.000149,0.0497,0.852,102.814,320413,4,2u7xZP39dtED9EuRX9MUwu,54.0,41.0,1982-11-01,alternative rock,2/23/2021
Pixies,Complete B Sides,Wave of Mutilation (UK Surf),2KSSbWLAWSzaso01DEP32W,0.642,0.355,5,-14.196,1,0.0328,3.42e-05,0.0865,0.724,180.258,180133,4,6zvul52xwTWzilBZl6BUbT,0.0,67.0,2001-03-05,alternative rock,2/23/2021
The Velvet Underground,The Velvet Underground & Nico 45th Anniversary,Sunday Morning,11607FzqoipskTsXrwEHnJ,0.506,0.442,5,-13.268,0,0.0276,0.00239,0.0846,0.532,105.826,175893,4,1nJvji2KIlWSseXRSlNYsC,64.0,61.0,1967-03-12,alternative rock,2/23/2021
Ramones,End of the Century (Expanded 2005 Remaster),Danny Says - 2002 Remaster,6kncyvw17p7zNhf37TrYRH,0.588,0.63,11,-8.818,1,0.0439,0.000871,0.0681,0.584,120.068,185413,4,1co4F2pPNH8JjTutZkmgSm,40.0,64.0,1980-02-04,classic rock,2/23/2021
Cass McCombs,Sweet Lucy / Wild Mountain Thyme,Sweet Lucy,567Df0jSPeshvSIpU5TEZ9,0.738,0.252,2,-14.294,1,0.0489,0.000259,0.133,0.638,124.91,250977,4,2iUVQjheBnvOt8vaBrxXJz,42.0,45.0,2020-06-22,alternative country,2/13/2021
Hiss Golden Messenger,Sanctuary,Sanctuary,4w5nZwiTpDMTVQdugsXWW7,0.731,0.451,5,-12.621,1,0.03,0.0225,0.089,0.89,120.055,266756,4,37eqxl8DyLd5sQN54wYJbE,0.0,49.0,2021-01-13,deep new americana,2/13/2021
Hiss Golden Messenger,Hallelujah Anyhow,"Caledonia, My Love",7cgka1GOkbcvNqQYrs2FwE,0.553,0.144,5,-16.868,1,0.0473,0.000281,0.0953,0.198,117.427,180373,3,37eqxl8DyLd5sQN54wYJbE,0.0,49.0,2017-09-22,deep new americana,2/13/2021
Cass McCombs,Sweet Lucy / Wild Mountain Thyme,Wild Mountain Thyme,2E6jamoQq3U6ruuof8mlLQ,0.443,0.304,1,-14.268,1,0.0295,0.000812,0.115,0.277,106.202,286113,4,2iUVQjheBnvOt8vaBrxXJz,38.0,45.0,2020-06-22,alternative country,2/13/2021
Foo Fighters,Medicine At Midnight,Chasing Birds,2jKnUcyrCADkeSy6gcN1qa,0.62,0.532,2,-7.297,1,0.023,0.0245,0.112,0.369,143.993,252293,4,7jy3rLJdDQY21OgRLCZ9sD,53.0,75.0,2021-02-05,alternative metal,2/13/2021
The Velvet Underground,Loaded (2015 Remaster),Who Loves the Sun - 2015 Remaster,1HFoO5EdFw6emUIf8GofxH,0.441,0.568,4,-8.833,1,0.0298,0,0.368,0.721,130.131,166213,4,1nJvji2KIlWSseXRSlNYsC,43.0,61.0,1970,alternative rock,2/13/2021
Superorganism,Superorganism,Something For Your M.I.N.D.,4rCKRVJZKVysScn2piDuOT,0.698,0.542,2,-4.317,1,0.131,0.00117,0.199,0.664,140.096,165391,4,0Wkm45quqfx3NepJpXDvwE,59.0,49.0,2018-03-02,art pop,2/13/2021
Superorganism,Superorganism,Everybody Wants To Be Famous,4BVFVaa1fDo20Ud1q5Gd2N,0.665,0.842,6,-4.06,0,0.255,0,0.0763,0.629,86.993,184987,4,0Wkm45quqfx3NepJpXDvwE,49.0,49.0,2018-03-02,art pop,2/13/2021
The Rolling Stones,Emotional Rescue (2009 Re-Mastered),Send It To Me - Remastered,2wprBQxhga2cJbLZT3TNSs,0.768,0.799,6,-6.079,0,0.0831,0.0768,0.155,0.731,94.268,222960,4,22bE4uQ6baNwSHPVcDxLCe,35.0,77.0,1980-06-20,british invasion,2/13/2021
Radiohead,In Rainbows,House Of Cards,3Jc6X15OZCCyhGSHBF4hwB,0.71,0.496,5,-9.638,1,0.0297,0.581,0.101,0.637,111.662,328293,4,4Z8W4fKeB5YxbusRsdQVPb,0.0,77.0,2007-12-28,alternative rock,2/13/2021
The Mamas & The Papas,Deliver,Dedicated To The One I Love,1mFrjW8e8fuAOowlU3Q3Dr,0.396,0.452,7,-8.809,1,0.0326,0,0.192,0.307,103.264,178733,4,1bs7HoMkSyQwcobCpE9KpN,63.0,64.0,1967-01-01,brill building pop,2/3/2021
T. Rex,Electric Warrior (Deluxe Edition),Jeepster,3ugLpAoE4uJv3CRyGCU77w,0.394,0.863,9,-6.239,1,0.101,0.0116,0.0609,0.907,193.552,247773,4,3dBVyJ7JuOMt4GE9607Qin,0.0,59.0,1971-09-24,album rock,2/3/2021
T. Rex,Electric Warrior,Cosmic Dancer,5gOnivVq0hLxPvIPC00ZhF,0.363,0.803,0,-8.089,1,0.06,0.00601,0.189,0.718,156.047,266533,4,3dBVyJ7JuOMt4GE9607Qin,57.0,59.0,1971-09-24,album rock,2/3/2021
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster),Suffragette City - 2012 Remaster,3YZa4IzxK2UtEKTvdTgsi8,0.455,0.883,2,-9.159,1,0.0384,0,0.277,0.782,142.638,208413,4,0oSGxfWSnnOXhD2fKuz2Gy,61.0,76.0,1972-06-06,art rock,2/3/2021
David Bowie,The Man Who Sold the World (2015 Remaster),The Width of a Circle - 2015 Remaster,2o9VAWKD7yvnyrBRw9tzgH,0.383,0.43,9,-13.691,1,0.0383,0.0193,0.213,0.18,133.826,492493,4,0oSGxfWSnnOXhD2fKuz2Gy,45.0,76.0,1970-11-04,art rock,2/3/2021
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster),Rock 'n' Roll Suicide - 2012 Remaster,1k5iH4KDKi56MFvlnrALNV,0.457,0.308,0,-11.474,1,0.0398,1.64e-06,0.107,0.271,103.11,178266,3,0oSGxfWSnnOXhD2fKuz2Gy,59.0,76.0,1972-06-06,art rock,2/3/2021
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster),Starman - 2012 Remaster,0pQskrTITgmCMyr85tb9qq,0.486,0.449,5,-10.298,1,0.0267,2.23e-06,0.54,0.549,100.456,254293,4,0oSGxfWSnnOXhD2fKuz2Gy,76.0,76.0,1972-06-06,art rock,2/3/2021
Led Zeppelin,Led Zeppelin IV,Black Dog - 1990 Remaster,0NSeXLBOh16zjbENkAu0P6,0.432,0.848,4,-8.095,0,0.0878,0.0344,0.233,0.743,81.201,294000,4,36QJpDe2go2KgaRleHCDTp,0.0,75.0,1971-11-08,album rock,2/3/2021
T. Rex,Tanx (Deluxe Edition),Children Of The Revolution,6Vo8OXQXCabNPD4z4wp7Is,0.542,0.737,4,-7.988,0,0.0497,0,0.0681,0.762,130.473,150133,4,3dBVyJ7JuOMt4GE9607Qin,44.0,59.0,1973-03-16,album rock,2/3/2021
Roxy Music,Roxy Music,Virginia Plain,5ZgNecJcN9SSopnmCTlpXs,0.588,0.708,6,-7.823,1,0.0351,3.94e-05,0.293,0.579,131.197,178376,4,3fhOTtm0LBJ3Ojn4hIljLo,52.0,60.0,1972-06-01,album rock,2/3/2021
The Stooges,The Stooges,I Wanna Be Your Dog,672N8DGGTOLCOgWe0koX5g,0.527,0.871,4,-8.708,1,0.0354,0.155,0.419,0.107,120.722,188560,4,4BFMTELQyWJU1SwqcXMBm3,60.0,52.0,1969-08-05,alternative rock,2/3/2021
Lou Reed,Transformer,Vicious,4A48NL57P16zSRaq3yoYry,0.605,0.846,2,-7.755,1,0.0337,0.886,0.0526,0.952,124.247,176533,4,42TFhl7WlMRXiNqzSrnzPL,55.0,61.0,1972-12-01,art rock,2/3/2021
The Clash,The Clash (Remastered),Janie Jones - Remastered,6ywRlumSQjOOkcSnJYAgHw,0.591,0.824,6,-7.83,0,0.0415,0,0.146,0.741,104.304,128720,4,3RGLhK1IP9jnYFH4BRFJBS,58.0,69.0,1977,classic rock,2/3/2021
Mott The Hoople,All The Young Dudes (Expanded Edition),All the Young Dudes,0WNGPpmWqzPnk0psUhJ3SX,0.429,0.668,4,-7.539,0,0.044,0,0.538,0.398,77.737,211067,4,6ysQi6NI88X627t2srsWz6,64.0,48.0,1972,album rock,2/3/2021
The Monkees,The Best of The Monkees,"Mary, Mary",5g4BYABjxLYha5U88JFtbT,0.682,0.564,11,-8.011,1,0.0278,0,0.19,0.934,126.895,135640,4,320EPCSEezHt1rtbfwH6Ck,33.0,61.0,2003,beatlesque,2/3/2021
Various Artists,This Is... 1977,Uptown Top Ranking,6Oqy5sq2wkVbnCehu17x0k,0.872,0.495,7,-7.903,1,0.2,0,0.0921,0.948,80.632,233787,4,0LyfQWJT6nXafLPZqxe9Of,0.0,0.0,2008-08-11,,2/3/2021
The Rolling Stones,Goats Head Soup,Star Star,5GBmfENGAlLXvuQDKtydaM,0.592,0.9,5,-8.302,1,0.0488,0.0358,0.195,0.861,141.785,265133,4,22bE4uQ6baNwSHPVcDxLCe,26.0,77.0,1973-08-31,british invasion,2/3/2021
Simon & Garfunkel,Bridge Over Troubled Water,The Only Living Boy in New York,5MbXzXGbqobR8xPVPs8OXA,0.411,0.381,11,-12.361,1,0.0286,0.257,0.132,0.524,76.963,238413,4,70cRZdQywnSFp9pnc2WTCE,64.0,69.0,1970-01-26,classic rock,2/3/2021
The Clash,The Clash (Remastered),Police & Thieves - Remastered,6IMlcKjsIM3l3yXWykTa3y,0.721,0.488,4,-10.294,0,0.067,0.038,0.18,0.884,152.287,363373,4,3RGLhK1IP9jnYFH4BRFJBS,63.0,69.0,1977,classic rock,2/3/2021
The Pleasure Seekers,What a Way to Die,What A Way To Die,5bPufOYY6oBotYydpsaX7E,0.224,0.962,4,-1.581,1,0.0847,6.71e-05,0.138,0.648,172.684,145147,4,0GM1vR5VfHidDOiyI1zAu1,43.0,27.0,2011-04-18,classic garage rock,2/3/2021
The Cure,Three Imaginary Boys,Boys Don't Cry,1QFh8OH1e78dGd3VyJZCAC,0.462,0.836,11,-5.766,0,0.0621,0,0.18,0.671,168.766,155973,4,7bu3H8JO7d0UbMoVzbo70s,75.0,72.0,1979-05-11,new wave,2/3/2021
Baio,Dead Hand Control,Never Never Never,4vJUifLFukQpzDzRcJmikW,0.53,0.867,2,-3.605,1,0.0367,0.184,0.223,0.621,139.976,203000,4,50lhyY7UVI9NyVHl79rVgk,23.0,37.0,2021-01-29,nyc pop,2/3/2021
Weezer,OK Human,Grapes Of Wrath,7s42bmqI0kQpoO80H3Vnqu,0.697,0.584,8,-6.429,0,0.0324,1.89e-06,0.0935,0.96,107.083,170718,4,3jOstUTkEu2JkjvRdBA5Gu,47.0,73.0,2021-01-29,alternative rock,2/3/2021
Old Sea Brigade,Day by Day,Day by Day,5kQyTlP8HGfjsEYpxpk59v,0.65,0.616,6,-8.857,0,0.031,0.00775,0.118,0.906,149.924,192453,4,6vUNwmljZAcn7tNtUoxG45,0.0,56.0,2021-01-29,indie anthem-folk,2/3/2021
Friends of Clay,Pretend with Me,Pretend with Me,7xCKNeL9a3kgbdzvoXB6GX,0.51,0.766,4,-7.153,1,0.0404,0.00174,0.143,0.405,159.883,151293,4,5kFo8KQAQgRAAKyd4zSqzX,15.0,25.0,2021-01-29,,2/3/2021
lil cat,rock n roll,rock n roll,7hBtfvnaTFBAmPJwNXoqTD,0.689,0.647,11,-7.083,1,0.0294,0.000838,0.244,0.789,80.006,148151,4,7mVCfN7owaPtL7NwXLQSNP,0.0,16.0,2021-01-08,,2/3/2021
almost monday,live forever,live forever,1phLuNWayQAU80c0NTm2kY,0.669,0.932,2,-5.19,1,0.0404,0,0.191,0.835,119.986,184132,4,42FzVuyJH8YbkhzWSR2n8E,40.0,52.0,2021-01-26,modern indie pop,2/3/2021
Blondie,Parallel Lines,Sunday Girl,5v6VaqC8b4P7NcKb45W77j,0.587,0.756,9,-5.377,1,0.039,1.33e-05,0.221,0.801,146.111,186782,4,4tpUmLEVLCGFr93o8hFFIB,40.0,67.0,1978-09-23,candy pop,2/3/2021
Cage The Elephant,Melophobia,Take It or Leave It,43O3Iu8mDJy10i6k8SVRXX,0.71,0.847,0,-3.009,1,0.0892,0.00033,0.0613,0.65,119.944,207320,4,26T3LtbuGT1Fu9m0eRq5X3,58.0,73.0,2013-10-08,modern alternative rock,1/30/2021
T. Rex,Electric Warrior [Expanded & Remastered],Mambo Sun - 2003 Remaster,79dQwpXjJ4t3pILysdqFyB,0.518,0.611,11,-10.667,1,0.101,0.827,0.209,0.731,181.034,220960,4,3dBVyJ7JuOMt4GE9607Qin,49.0,59.0,1971-09-24,album rock,1/30/2021
The Neighbourhood,Chip Chrome & The Mono-Tones (Deluxe),Stargazing,0VF7YLIxSQKyNiFL3X6MmN,0.512,0.483,0,-7.798,1,0.0298,0.0011,0.12,0.367,160.009,217027,4,77SW9BnxLY8rJ0RciFqkHh,77.0,82.0,2020-12-11,modern alternative rock,1/30/2021
The Clash,London Calling (Remastered),Lost in the Supermarket - Remastered,72boGlgSwUK01n44O2tOCv,0.608,0.634,4,-11.24,1,0.0727,0.00615,0.116,0.84,147.515,226947,4,3RGLhK1IP9jnYFH4BRFJBS,59.0,69.0,1979,classic rock,1/30/2021
The Neighbourhood,Chip Chrome & The Mono-Tones (Deluxe),Hell or High Water,4G4aFRf3j194nyGUomu2KA,0.572,0.32,9,-11.841,1,0.0299,0.00598,0.165,0.627,120.875,139587,4,77SW9BnxLY8rJ0RciFqkHh,44.0,82.0,2020-12-11,modern alternative rock,1/30/2021
Billie Eilish,Therefore I Am,Therefore I Am,54bFM56PmE4YLRnqpW6Tha,0.889,0.34,11,-7.773,0,0.0697,0.13,0.055,0.716,94.009,174321,4,6qqNVTkY8uBg9cP3Jd7DAH,76.0,87.0,2020-11-12,art pop,1/30/2021
Wallows,Pleaser,Pleaser,11zf7m4vw9Ze7cer9Nyhk1,0.497,0.914,9,-4.308,1,0.0455,1.98e-05,0.274,0.385,148.893,187896,4,0NIPkIjTV8mB795yEIiPYL,71.0,71.0,2017-04-12,indie pop,1/30/2021
Cold War Kids,You Already Know,You Already Know,1ZsDB3o2OAjlB7nmBVnnE4,0.587,0.979,9,-3.607,0,0.111,0.0352,0.312,0.597,104.789,278427,4,6VDdCwrBM4qQaGxoAyxyJC,0.0,60.0,2020-07-01,alternative rock,1/30/2021
The Velvet Underground,The Velvet Underground (45th Anniversary / Deluxe Edition),Pale Blue Eyes,7urDSX97YCwDNjzgrHHAnD,0.636,0.107,5,-18.738,1,0.037,0.00123,0.103,0.31,82.641,339533,4,1nJvji2KIlWSseXRSlNYsC,0.0,61.0,1969-03,alternative rock,1/30/2021
Cage The Elephant,Melophobia,Cigarette Daydreams,2tznHmp70DxMyr2XhWLOW0,0.636,0.676,2,-3.442,1,0.0263,0,0.0831,0.273,113.98,208760,4,26T3LtbuGT1Fu9m0eRq5X3,79.0,73.0,2013-10-08,modern alternative rock,1/30/2021
The Cure,The Head on the Door,Close to Me - 2006 Remaster,7ABE6G4uQxbNtYgVrpBBPA,0.725,0.524,11,-11.121,1,0.116,0.764,0.0819,0.961,185.134,203267,4,7bu3H8JO7d0UbMoVzbo70s,61.0,72.0,1985-08-26,new wave,1/30/2021
The Kinks,"Lola Versus Powerman and the Moneygoround, Pt. One",Strangers,7obb4s6A7gf0Lc2AGxodMy,0.47,0.397,0,-9.337,1,0.0345,1.35e-05,0.109,0.487,128.69,198373,4,1SQRv42e4PjEYfPhS0Tk9E,58.0,64.0,1970-11-27,album rock,1/30/2021
Roxy Music,Siren,Love Is The Drug,3wtMkvedoWMQ3XTKv7tqcZ,0.838,0.757,2,-5.399,1,0.0927,0.0119,0.0271,0.602,124.65,251333,4,3fhOTtm0LBJ3Ojn4hIljLo,61.0,60.0,1975-10-01,album rock,1/30/2021
Blondie,Parallel Lines,Sunday Girl,5v6VaqC8b4P7NcKb45W77j,0.587,0.756,9,-5.377,1,0.039,1.33e-05,0.221,0.801,146.111,186782,4,4tpUmLEVLCGFr93o8hFFIB,40.0,67.0,1978-09-23,candy pop,1/30/2021
Westerman,Confirmation/I Turned Away,Confirmation,3If8ea7T8uSsAl26PVzaFE,0.771,0.335,8,-12.699,1,0.0388,0.48,0.0629,0.375,121.987,209309,4,09s6bLEw45wioK9ytf3nsA,41.0,43.0,2018-03-28,uk alternative pop,12/01/20
Westerman,Jericho,Mother Song,4td1zVlZkYccd9ezPUzhoF,0.573,0.113,7,-16.915,1,0.0461,0.00113,0.11,0.252,136.246,173928,4,09s6bLEw45wioK9ytf3nsA,46.0,43.0,2016-07-01,uk alternative pop,12/01/20
Westerman,Call and Response,Roads,5vlT3j7ey6KTOmsFkesiKX,0.712,0.302,10,-15.501,1,0.0358,0.697,0.0949,0.457,90.975,193573,4,09s6bLEw45wioK9ytf3nsA,45.0,43.0,2017-10-06,uk alternative pop,12/01/20
HAIM,Women In Music Pt. III,The Steps,3UAAH2Jc1Fjr3HGaLyaZZE,0.703,0.714,2,-4.967,1,0.0316,1.65e-06,0.0849,0.62,116.724,247600,4,4Ui2kfOqGujY81UcPrb5KE,0.0,65.0,2020-06-26,indie pop,12/01/20
The Neighbourhood,Chip Chrome & The Mono-Tones (Deluxe),Stargazing,0VF7YLIxSQKyNiFL3X6MmN,0.512,0.483,0,-7.798,1,0.0298,0.0011,0.12,0.367,160.009,217027,4,77SW9BnxLY8rJ0RciFqkHh,77.0,82.0,2020-12-11,modern alternative rock,12/01/20
Foster The People,"In The Darkest Of Nights, Let The Birds Sing",Cadillac,2NgdqQ5pogR5uWzslnkVpp,0.828,0.481,7,-5.889,0,0.0369,0.00383,0.0808,0.389,105.998,230935,4,7gP3bB2nilZXLfPHJhMdvc,40.0,70.0,2020-12-11,indietronica,12/01/20
Jack Johnson,The Captain Is Drunk,The Captain Is Drunk,5z9VyMWkBCHB8iSVaLq3jk,0.754,0.216,0,-12.136,1,0.0301,3.07e-05,0.0957,0.434,84.942,187455,4,3GBPw9NK25X1Wt2OUvOwY3,45.0,74.0,2020-12-04,neo mellow,12/01/20
The Clash,London Calling (Remastered),Lost in the Supermarket - Remastered,72boGlgSwUK01n44O2tOCv,0.608,0.634,4,-11.24,1,0.0727,0.00615,0.116,0.84,147.515,226947,4,3RGLhK1IP9jnYFH4BRFJBS,59.0,69.0,1979,classic rock,12/01/20
Buddy Holly,Giant,"(Ummmm, Oh Yeah) Dearest",6NDg4EyQE5lalcCEEpytsM,0.548,0.493,1,-11.052,1,0.0282,0.0195,0.13,0.568,115.24,113067,4,3wYyutjgII8LJVVOLrGI0D,56.0,58.0,1969-01-01,adult standards,12/01/20
The Troggs,From Nowhere,With A Girl Like You,3VGBUfN2EOVHJ4Y92yIh2f,0.65,0.68,7,-11.057,1,0.0485,6.77e-05,0.186,0.604,113.925,128493,4,57xdnSVt4ahJCIXYLieQ25,55.0,51.0,1966-07-25,brill building pop,12/01/20
Dinosaur Jr.,You're Living All Over Me,Just Like Heaven,0c3e1dqXIfwtcvJbiaFSwM,0.227,0.962,7,-4.963,1,0.0991,0.0289,0.24,0.518,161.112,173560,4,267VY6GX5LyU5c9M85ECZQ,0.0,51.0,1987-12-14,alternative pop,12/01/20
The New Pornographers,Mass Romantic,Mass Romantic,0UHVVmaj4PyRHL97RC8bKU,0.407,0.796,6,-6.137,1,0.0321,0.0744,0.185,0.486,154.093,244240,4,4mO4aGO6u29UyR6XLZR9XW,0.0,44.0,2000-10-24,alternative rock,12/01/20
Catamaran,Weekdays,All Around,6FssIzx4Qypj081slzPuxA,0.511,0.889,7,-4.868,1,0.0295,0.0336,0.0919,0.787,96.129,223627,4,16qJvNAFmP5Yk1uVygQtHL,6.0,2.0,2014-02-04,grave wave,12/01/20
The Weakerthans,Reunion Tour,Sun in an Empty Room,4r1AS456lSXXXv6aVpDT4e,0.4,0.613,4,-6.329,1,0.0338,0.0114,0.227,0.521,207.576,240400,4,1US3cA3tVZ50O7n4xE1o0K,49.0,42.0,2007-09-25,canadian indie,12/01/20
AWOLNATION,Radical (feat. Grouplove),Radical (feat. Grouplove),6x6tlwQoLddsOSdbaKDyx6,0.437,0.887,6,-4.371,1,0.0444,0.485,0.324,0.559,164.037,215000,4,4njdEjTnLfcGImKZu1iSrz,37.0,61.0,2020-10-23,la indie,12/01/20
Chris Stapleton,Traveller,Tennessee Whiskey,3fqwjXwUGN6vbzIwvyFMhx,0.392,0.37,9,-10.888,1,0.0298,0.0096,0.0821,0.512,48.718,293293,4,4YLtscXsxbVgi031ovDDdh,81.0,75.0,2015-05-04,contemporary country,10/15/20
Tyler Childers,Long Violent History,Long Violent History,4Bu4aJ7xLdIeRnD69pFBXU,0.446,0.365,7,-7.548,1,0.0271,0,0.106,0.268,141.72,190400,3,13ZEDW6vyBF12HYcZRr4EV,54.0,71.0,2020-09-18,kentucky indie,10/15/20
Tyler Childers,Purgatory,Feathered Indians,2tgQaL85WoRfgEa4hFQgrE,0.536,0.574,7,-6.705,1,0.0254,0.00277,0.105,0.877,87.194,224947,4,13ZEDW6vyBF12HYcZRr4EV,77.0,71.0,2017-08-04,kentucky indie,10/15/20
Tyler Childers,Long Violent History,Midnight on the Water,2wvkWO6Pys01AT32nOc5RB,0.211,0.322,2,-8.245,1,0.031,0.0143,0.0851,0.142,101.027,248453,3,13ZEDW6vyBF12HYcZRr4EV,49.0,71.0,2020-09-18,kentucky indie,10/15/20
Gorillaz,"Song Machine, Season One: Strange Timez (Deluxe)",The Valley of The Pagans (feat. Beck),3oP3Tfn86FRmxAGsV0TqCp,0.75,0.856,2,-5.802,1,0.0457,3.65e-05,0.117,0.94,130.034,181029,4,3AA28KZvwAUcZuOKwyblJQ,61.0,78.0,2020-10-23,alternative hip hop,10/15/20
Cold War Kids,Who's Gonna Love Me Now (Chewing Remix),Who's Gonna Love Me Now - Chewing Remix,1maHyYYYPkacyT0PnIi5JU,0.582,0.914,6,-3.274,0,0.0916,0.015,0.348,0.336,118.958,222353,4,6VDdCwrBM4qQaGxoAyxyJC,15.0,60.0,2020-10-23,alternative rock,10/15/20
Wallows,Remote,Wish Me Luck,0HH8q4b3CWuSeIzF4pF6vK,0.555,0.715,8,-4.853,1,0.037,0,0.348,0.195,141.952,225640,4,0NIPkIjTV8mB795yEIiPYL,48.0,71.0,2020-10-23,indie pop,10/15/20
The Killers,Dying Breed,Dying Breed,1cS6quzGhImyJPMiNxfxkA,0.657,0.782,1,-4.743,1,0.0849,0.0206,0.151,0.604,151.397,246000,4,0C0XlULifJtAgn6ZNCW2eu,0.0,76.0,2020-08-14,alternative rock,8/14/20
Whitney,Candid,Bank Head,0biCu8x5glkZA5P3jXIoXH,0.639,0.381,7,-11.882,1,0.0549,0.000236,0.104,0.383,127.117,205687,4,32aUoW94mJ7xTJI7fG0V1G,0.0,53.0,2020-08-14,chicago indie,8/14/20
Whitney,Candid,A.M. AM,1Zsy0gewvgKGL5f3ReZTGf,0.655,0.537,4,-10.295,1,0.0288,0.421,0.172,0.901,120.866,236105,4,32aUoW94mJ7xTJI7fG0V1G,0.0,53.0,2020-08-14,chicago indie,8/14/20
Whitney,Candid,"Take Me Home, Country Roads (ft. Waxahatchee)",2QvYlYt1xu85hYt27IC8ox,0.568,0.39,2,-10.937,1,0.0283,0.0062,0.0833,0.657,80.147,165107,4,32aUoW94mJ7xTJI7fG0V1G,0.0,53.0,2020-08-14,chicago indie,8/14/20
Whitney,Candid,High on a Rocky Ledge,16Esxkp4nXLACcPd2yLRkj,0.752,0.291,6,-9.908,1,0.0306,0.179,0.101,0.406,98.62,217589,4,32aUoW94mJ7xTJI7fG0V1G,0.0,53.0,2020-08-14,chicago indie,8/14/20
Whitney,Candid,Something Happen,0JpxgzK06pG2Lr7TKEAF37,0.261,0.289,11,-13.953,0,0.0399,0.905,0.0952,0.222,83.62,119440,4,32aUoW94mJ7xTJI7fG0V1G,0.0,53.0,2020-08-14,chicago indie,8/14/20
Whitney,Candid,"Crying, Laughing, Loving, Lying",3k4GUcoxKBnobLiJAw6yzr,0.682,0.349,7,-12.32,1,0.0298,0.233,0.109,0.274,99.92,179705,4,32aUoW94mJ7xTJI7fG0V1G,0.0,53.0,2020-08-14,chicago indie,8/14/20
Whitney,Candid,Rainbows & Ridges,3TMMUiFVnObLCA5zEjBHB1,0.502,0.187,3,-9.491,1,0.0282,0.0591,0.14,0.26,94.865,139164,4,32aUoW94mJ7xTJI7fG0V1G,0.0,53.0,2020-08-14,chicago indie,8/14/20
Beck,Hyperspace (2020),Hyperlife,2XfCkxw5A8Ya5Frj4KxrWF,0.176,0.213,0,-12.351,1,0.0371,0.945,0.132,0.0406,65.12,96780,4,3vbKDsSS70ZX9D2OcvbZmS,31.0,64.0,2020-08-12,alternative rock,8/14/20
