artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_id,track_pop,artist_pop,release_date,artist_genre,name
Cage The Elephant,Spotify Singles,Whole Wide World - Recorded at Spotify Studios NYC,1r6JOvVgGQ2QU2uNrvk98g,0.704,0.422,5,-9.082,1,0.0286,0,0.138,0.481,114.242,221116,4,26T3LtbuGT1Fu9m0eRq5X3,35.0,73.0,2017-08-23,modern alternative rock,1/10/18
Phoenix,Spotify Singles,Un Peu Menteur - Recorded at Spotify Studios NYC,7H8xq3lcxbuJJji5rbmc9g,0.496,0.457,0,-9.804,1,0.0329,0.00809,0.0654,0.259,119.867,201652,4,1xU878Z1QtBldR7ru9owdU,0.0,62.0,2017-08-02,alternative dance,1/10/18
Phoenix,Spotify Singles,J-Boy - Recorded at Spotify Studios NYC,20fBriFnVXdyjj7IiESVUf,0.499,0.823,0,-9.482,1,0.06,0.00477,0.106,0.812,196.068,230575,4,1xU878Z1QtBldR7ru9owdU,0.0,62.0,2017-08-02,alternative dance,1/10/18
Kishi Bashi,Spotify Singles,The Only Living Boy in New York - Recorded at Spotify Studios NYC,7o3P67x3vGKrKp9bmkQDg0,0.601,0.325,10,-13.193,1,0.0286,0.000559,0.0902,0.266,73.085,240483,4,3LVPGE5jPPwtbGslx07YR0,0.0,52.0,2017-07-12,chamber pop,1/10/18
The Shins,Spotify Singles,Name For You - Recorded at Spotify Studios NYC,0WA6hODnSyMCRmRZKGKocc,0.821,0.124,5,-15.513,1,0.069,5.01e-05,0.0976,0.488,114.034,191160,4,4LG4Bs1Gadht7TCrMytQUO,0.0,60.0,2017,albuquerque indie,1/10/18
Mondo Cozmo,Spotify Singles,Bittersweet Symphony - Jim Eno Sessions,7EY9x0t85n6XxlaFAREbra,0.396,0.764,9,-8.253,1,0.0302,0.0495,0.0758,0.453,169.961,323467,4,7ybnRZKtRbWQzJfKyYSyh6,0.0,38.0,2017-04-26,alternative americana,1/10/18
Spoon,Spotify Singles,I Saw The Light - Jim Eno Sessions,2T4BgVkTN8Ds0vMAo2Jtk8,0.532,0.759,9,-5.988,0,0.0351,0.0134,0.0999,0.567,138.018,215837,3,0K1q0nXQ8is36PzOKAMbNe,0.0,58.0,2017-04-26,alternative rock,1/10/18
Whitney,Spotify Singles,The Falls - Recorded at Spotify Studios NYC,0kcgr15TmIyDXJoOfw4zgp,0.683,0.698,5,-5.539,1,0.0349,0.00524,0.112,0.721,110.272,139807,4,32aUoW94mJ7xTJI7fG0V1G,0.0,53.0,2017-02-22,chicago indie,1/10/18
Cheat Codes,Spotify Singles,Broccoli - Recorded at Spotify Studios NYC,6TdtffAIKX1VlGeDtadh2E,0.884,0.443,3,-7.429,1,0.109,0,0.137,0.67,149.965,163224,4,7DMveApC7UnC2NPfPvlHSU,32.0,72.0,2016-11-24,dance pop,1/10/18
Grouplove,Spotify Singles,Welcome to Your Life - Recorded at Spotify Studios NYC,2cN7H31DES22HCjYitKggF,0.52,0.737,9,-5.781,1,0.0437,0,0.0681,0.582,183.503,225090,4,3kVUvbeRdcrqQ3oHk5hPdx,21.0,64.0,2016-11-30,indie rock,1/10/18
LÉON,Spotify Singles,Dreams - Recorded at Spotify Studios NYC,2q9jsX0poviVu9OSWgmRYg,0.421,0.22,0,-8.082,1,0.0324,0,0.114,0.234,112.436,239347,4,4SqTiwOEdYrNayaGMkc7ia,50.0,63.0,2016-11-30,metropopolis,1/10/18
Glass Animals,Spotify Live,Gooey - Live From Tumblr IRL,5l4PkCO8YvsWAr6Li2fcVz,0.557,0.443,11,-13.032,0,0.0277,0.000114,0.972,0.14,95.296,470674,4,4yvcSjfu4PC0CYQyLy4wSq,23.0,80.0,2017-03-31,gauze pop,1/10/18
MGMT,When You Die,When You Die,6GUdy8ZrOdnBBLrxTU0mA5,0.645,0.938,11,-4.557,0,0.0391,0.0226,0.159,0.495,140.886,263880,4,0SwO7SWeDHJijQ3XNS7xEE,0.0,73.0,2017-12-12,indie rock,1/10/18
MGMT,Oracular Spectacular,Time to Pretend,4iG2gAwKXsOcijVaVXzRPW,0.438,0.94,2,-3.249,1,0.0452,0.0777,0.3,0.421,100.99,261000,3,0SwO7SWeDHJijQ3XNS7xEE,72.0,73.0,2007-12-14,indie rock,1/10/18
Animal Collective,Merriweather Post Pavilion,My Girls,2gE0khQ948RYQOeTgCUL2a,0.508,0.953,4,-6.031,0,0.0806,0.0445,0.929,0.555,119.973,340787,4,4kwxTgCKMipBKhSnEstNKj,55.0,50.0,2009-01-20,alternative dance,1/10/18
Glass Animals,How To Be A Human Being,Season 2 Episode 3,4vcoNCrTtunmJ9q8srpVly,0.742,0.289,5,-7.833,0,0.115,4.57e-05,0.228,0.71,147.986,243509,4,4yvcSjfu4PC0CYQyLy4wSq,62.0,80.0,2016-08-26,gauze pop,1/10/18
Glass Animals,How To Be A Human Being,Youth,1LPGwuFgIzbJoShfDdw7MY,0.648,0.718,9,-7.765,0,0.0298,0.00156,0.112,0.785,96.017,230693,4,4yvcSjfu4PC0CYQyLy4wSq,68.0,80.0,2016-08-26,gauze pop,1/10/18
Portugal. The Man,Woodstock,Feel It Still,6QgjcU0zLnzq5OrUoSZ3OK,0.801,0.795,1,-5.115,0,0.0504,0.000113,0.0717,0.754,79.028,163253,4,4kI8Ie27vjvonwaB2ePh8T,77.0,64.0,2017-06-16,indie rock,1/10/18
Spoon,They Want My Soul,Inside Out,7qCZgvV98j6RjUULW1s1it,0.621,0.62,0,-4.721,1,0.0293,0.162,0.0771,0.515,176.016,301960,4,0K1q0nXQ8is36PzOKAMbNe,62.0,58.0,2014-08-05,alternative rock,1/10/18
The Revivalists,Men Amongst Mountains,Wish I Knew You,2EWpa5XnAuSn0sIkSSIhYk,0.649,0.718,0,-6.593,0,0.0261,0.0713,0.124,0.718,101.034,274093,4,5kuJibJcwOC53s3OkoGMRA,68.0,57.0,2015-07-15,indie folk,1/10/18
Saint Motel,My Type EP,Cold Cold Man,6RKGBcDtgzXx21zUjpeu6F,0.613,0.661,9,-4.984,1,0.0263,0,0.0976,0.509,110.978,230773,4,1dWEYMPtNmvSVaDNLgB6NV,67.0,62.0,2014-08-16,la indie,1/10/18
Glass Animals,ZABA,Gooey,1gk3FhAV07q9Jg77UxnVjX,0.487,0.369,11,-13.424,0,0.0406,3.75e-05,0.0925,0.106,183.114,289307,4,4yvcSjfu4PC0CYQyLy4wSq,71.0,80.0,2014-06-03,gauze pop,1/10/18
alt-J,This Is All Yours,Left Hand Free,126TblwXGNTUZ7RPMnThkU,0.698,0.876,3,-4.45,1,0.0486,0.0133,0.0824,0.81,101.992,173631,4,3XHO7cRUPCLOr6jwp8vsx5,0.0,69.0,2014-09-22,indie rock,1/10/18
Sir Sly,"Don't You Worry, Honey",High,17aDyX39gb1iV1ZWvD1ffE,0.743,0.733,2,-5.576,1,0.0352,0.00753,0.0565,0.726,122.975,231897,4,3DFoVPonoAAt4EZ1FEI8ue,60.0,52.0,2017-06-30,electropop,1/10/18
The Killers,Wonderful Wonderful,The Man,5aWhs651KYM26HYM16kRdk,0.606,0.942,6,-2.598,0,0.115,2.23e-06,0.0709,0.519,106.02,250093,4,0C0XlULifJtAgn6ZNCW2eu,66.0,76.0,2017-09-22,alternative rock,1/10/18
Judah & the Lion,Folk Hop N' Roll (Deluxe),Suit And Jacket,2ZYBwkmtYhgUj1A7teYAZ7,0.452,0.58,10,-8.613,1,0.0462,3.23e-05,0.101,0.111,164.162,222256,4,3wWtfT7S2uVJJ3hGZlOLkZ,62.0,57.0,2017-03-10,banjo,1/10/18
Weezer,Pacific Daydream,Feels Like Summer,2jz1bw1p0WQj0PDnVDP0uY,0.53,0.867,11,-4.989,1,0.0504,0.000248,0.737,0.74,175.981,195893,4,3jOstUTkEu2JkjvRdBA5Gu,58.0,73.0,2017-10-27,alternative rock,1/10/18
The Avett Brothers,True Sadness,Smithsonian,5DVvit3Aym2yOj9XXdQeuj,0.48,0.823,10,-2.976,1,0.0314,9.73e-06,0.249,0.793,169.553,273520,4,196lKsA13K3keVXMDFK66q,42.0,60.0,2016-06-24,indie folk,1/10/18
Various Artists,Manchester By The Sea (Original Soundtrack Album),Manchester By The Sea Chorale,592O0Wcjn101sUdK9SQGoO,0.151,0.116,9,-16.182,1,0.0389,0.957,0.122,0.173,64.29,140040,3,0LyfQWJT6nXafLPZqxe9Of,0.0,0.0,2016-11-18,,1/10/18
Various Artists,Manchester By The Sea (Original Soundtrack Album),Pifa (Pastoral Symphony) - The Messiah,0YMRaEslg2gPPJjpznTQ2C,0.134,0.361,0,-15.782,1,0.0396,0.904,0.0992,0.0727,83.985,180582,4,0LyfQWJT6nXafLPZqxe9Of,0.0,0.0,2016-11-18,,1/10/18
Lost Cousins,Quarters,Quarters,5dwFBynoPj2xF0kVOnF3aq,0.565,0.818,7,-4.927,1,0.0322,0.000185,0.145,0.658,107.987,202524,4,2yZQbeFIRhUpRehbauidnq,16.0,8.0,2017-06-09,kingston on indie,1/10/18
Phoenix,Spotify Singles,J-Boy - Recorded at Spotify Studios NYC,20fBriFnVXdyjj7IiESVUf,0.499,0.823,0,-9.482,1,0.06,0.00477,0.106,0.812,196.068,230575,4,1xU878Z1QtBldR7ru9owdU,0.0,62.0,2017-08-02,alternative dance,11/18/17
Phoenix,Spotify Singles,Un Peu Menteur - Recorded at Spotify Studios NYC,7H8xq3lcxbuJJji5rbmc9g,0.496,0.457,0,-9.804,1,0.0329,0.00809,0.0654,0.259,119.867,201652,4,1xU878Z1QtBldR7ru9owdU,0.0,62.0,2017-08-02,alternative dance,11/18/17
Phoenix,Bankrupt!,Chloroform,4VJW5Aj2hBZx95JVi6AzNN,0.329,0.733,0,-7.164,1,0.0345,0.0103,0.0812,0.317,137.657,244813,4,1xU878Z1QtBldR7ru9owdU,0.0,62.0,2013-01-01,alternative dance,11/18/17
Imagine Dragons,Imagine Dragons (Spotify Sessions),Blank Space/Stand By Me - Live From Spotify London,3I05foFixB2sSZvV5Ppty8,0.766,0.552,9,-6.729,1,0.0862,0,0.748,0.519,101.895,303434,4,53XhwfbYqKCa1cC15pYq2q,0.0,86.0,2015-04-20,modern rock,11/18/17
Phoenix,Ti Amo,Ti Amo,1scBJr3NGNdWm1QHF1Cc8W,0.634,0.701,4,-6.807,0,0.0419,0.0617,0.0721,0.861,121.07,205920,3,1xU878Z1QtBldR7ru9owdU,0.0,62.0,2017-06-09,alternative dance,11/18/17
Phoenix,Ti Amo,Tuttifrutti,5PpA85yDvr0j3EBY6sCwNS,0.627,0.741,9,-6.961,0,0.0317,0.0092,0.332,0.766,116.0,232120,4,1xU878Z1QtBldR7ru9owdU,0.0,62.0,2017-06-09,alternative dance,11/18/17
Phoenix,Ti Amo,Fior Di Latte,515JxEyH6dbUMiRAhHAdzX,0.572,0.518,10,-8.552,1,0.0309,0.000617,0.171,0.623,130.097,243733,4,1xU878Z1QtBldR7ru9owdU,0.0,62.0,2017-06-09,alternative dance,11/18/17
Phoenix,Ti Amo,Lovelife,0O2JZAAToc3sQARHRNbpQU,0.592,0.749,10,-7.655,1,0.031,0.0394,0.395,0.704,123.944,150000,4,1xU878Z1QtBldR7ru9owdU,0.0,62.0,2017-06-09,alternative dance,11/18/17
Phoenix,Ti Amo,Goodbye Soleil,3nP5Rjts2idbT408wRdNrw,0.605,0.787,9,-8.913,1,0.0584,5.61e-06,0.0997,0.688,93.004,235773,4,1xU878Z1QtBldR7ru9owdU,0.0,62.0,2017-06-09,alternative dance,11/18/17
Phoenix,Ti Amo,Fleur de Lys,5zXPfLfG8lpiwk8UqXKUlQ,0.601,0.833,5,-7.882,0,0.0383,0.0257,0.212,0.864,118.969,223533,4,1xU878Z1QtBldR7ru9owdU,0.0,62.0,2017-06-09,alternative dance,11/18/17
Phoenix,Ti Amo,Role Model,1lF6qMrapdjGraQTRfYtAW,0.437,0.63,0,-7.754,1,0.0394,0.00243,0.419,0.17,83.015,273853,4,1xU878Z1QtBldR7ru9owdU,0.0,62.0,2017-06-09,alternative dance,11/18/17
Phoenix,Ti Amo,Via Veneto,1l4Y5DxxoFrlEbWG5HDRxD,0.415,0.557,2,-11.641,1,0.0417,0.00518,0.375,0.557,81.991,161067,4,1xU878Z1QtBldR7ru9owdU,0.0,62.0,2017-06-09,alternative dance,11/18/17
Phoenix,Ti Amo,Telefono,5E3mzo9W71meykh2N7ibyA,0.651,0.499,8,-10.081,1,0.0329,0.00328,0.0816,0.479,121.068,225400,4,1xU878Z1QtBldR7ru9owdU,0.0,62.0,2017-06-09,alternative dance,11/18/17
Phoenix,Bankrupt!,Entertainment,16cITuCC0GPy6Zq1eluYaj,0.414,0.725,8,-3.972,1,0.046,0.0253,0.331,0.478,75.194,220240,4,1xU878Z1QtBldR7ru9owdU,0.0,62.0,2013-01-01,alternative dance,11/18/17
Phoenix,Bankrupt!,The Real Thing,4FvKm42orgZqEPwPNCdrP5,0.445,0.848,11,-3.787,1,0.0458,0.00269,0.202,0.412,120.079,202893,4,1xU878Z1QtBldR7ru9owdU,0.0,62.0,2013-01-01,alternative dance,11/18/17
Phoenix,Bankrupt!,S.O.S In Bel Air,08vv5NAEpKf5CYQEvPP8Oz,0.253,0.825,5,-3.823,1,0.0452,0.000108,0.316,0.251,139.965,221747,4,1xU878Z1QtBldR7ru9owdU,0.0,62.0,2013-01-01,alternative dance,11/18/17
Phoenix,Bankrupt!,Trying To Be Cool,0djnjvuq3Lg71aZ3UK61D3,0.489,0.768,9,-4.24,0,0.0333,0.015,0.355,0.496,113.974,228147,4,1xU878Z1QtBldR7ru9owdU,0.0,62.0,2013-01-01,alternative dance,11/18/17
Phoenix,Bankrupt!,Bankrupt!,4cXLNMXiTN6kNvlek6Yuhl,0.277,0.485,0,-11.408,1,0.0312,0.719,0.0878,0.0583,131.163,417213,4,1xU878Z1QtBldR7ru9owdU,0.0,62.0,2013-01-01,alternative dance,11/18/17
Phoenix,Bankrupt!,Drakkar Noir,53hUao16f8xG9BwzxsGhZR,0.402,0.899,0,-4.315,1,0.0491,1.88e-05,0.458,0.292,128.973,202173,4,1xU878Z1QtBldR7ru9owdU,0.0,62.0,2013-01-01,alternative dance,11/18/17
Phoenix,Bankrupt!,Don't,2hPkQGNZ6yHmeQVHkxVfi6,0.525,0.823,0,-5.325,1,0.0376,0.438,0.378,0.241,103.949,196053,4,1xU878Z1QtBldR7ru9owdU,0.0,62.0,2013-01-01,alternative dance,11/18/17
Phoenix,Bankrupt!,Bourgeois,469HZprCsbFMD9LomtRXUW,0.496,0.691,9,-7.021,1,0.0344,2.5e-05,0.313,0.369,122.877,293227,4,1xU878Z1QtBldR7ru9owdU,0.0,62.0,2013-01-01,alternative dance,11/18/17
Phoenix,Bankrupt!,Oblique City,05TKZGBGSA2EtvHL2NiTFA,0.255,0.789,2,-5.665,1,0.0348,0.000428,0.0892,0.169,135.577,210600,4,1xU878Z1QtBldR7ru9owdU,0.0,62.0,2013-01-01,alternative dance,11/18/17
Phoenix,Wolfgang Amadeus Phoenix,Lisztomania,6ZrlXT6mUMEgomN128iekU,0.642,0.808,0,-6.406,1,0.0463,0.00829,0.547,0.273,97.565,241640,4,1xU878Z1QtBldR7ru9owdU,0.0,62.0,2009-01-01,alternative dance,11/18/17
Phoenix,Wolfgang Amadeus Phoenix,1901,5JtPGzRgrWxkXX9LoROq3d,0.604,0.825,0,-5.373,1,0.0429,5.8e-05,0.192,0.707,144.085,193107,4,1xU878Z1QtBldR7ru9owdU,0.0,62.0,2009-01-01,alternative dance,11/18/17
Phoenix,Wolfgang Amadeus Phoenix,Fences,61sSJHLos9i5TPwaqGNxCz,0.589,0.746,2,-6.84,0,0.0286,0.00187,0.388,0.503,112.971,224973,4,1xU878Z1QtBldR7ru9owdU,0.0,62.0,2009-01-01,alternative dance,11/18/17
Phoenix,Wolfgang Amadeus Phoenix,Love Like a Sunset Part I,14htesVyDv7fNIrW4McQ0X,0.625,0.556,11,-10.302,0,0.0277,0.894,0.108,0.32,124.999,338547,4,1xU878Z1QtBldR7ru9owdU,0.0,62.0,2009-01-01,alternative dance,11/18/17
Phoenix,Wolfgang Amadeus Phoenix,Love Like a Sunset Part II,474O0qw2zPc4k51oZc72iX,0.565,0.418,3,-8.791,1,0.0331,0.263,0.102,0.0767,115.908,116720,3,1xU878Z1QtBldR7ru9owdU,0.0,62.0,2009-01-01,alternative dance,11/18/17
Phoenix,Wolfgang Amadeus Phoenix,Lasso,7GUVaGNiu11HXN2aqF6Rir,0.646,0.652,11,-6.95,1,0.0343,0.000369,0.118,0.949,150.942,167840,4,1xU878Z1QtBldR7ru9owdU,0.0,62.0,2009-01-01,alternative dance,11/18/17
Phoenix,Wolfgang Amadeus Phoenix,Rome,1jIvxe4pkZDvsyP9lfcwYX,0.651,0.676,2,-6.872,1,0.0328,0.0739,0.101,0.407,126.227,278080,4,1xU878Z1QtBldR7ru9owdU,0.0,62.0,2009-01-01,alternative dance,11/18/17
Phoenix,Wolfgang Amadeus Phoenix,Countdown,6Nhw01s7PmqAqCl0ca8Fwg,0.369,0.721,11,-5.695,1,0.0538,0.236,0.0792,0.467,147.786,237093,4,1xU878Z1QtBldR7ru9owdU,0.0,62.0,2009-01-01,alternative dance,11/18/17
Phoenix,Wolfgang Amadeus Phoenix,Girlfriend,3XNXnjEct81xIRjtGPP3NJ,0.713,0.65,11,-7.938,1,0.0282,0.0149,0.0906,0.526,136.042,204107,4,1xU878Z1QtBldR7ru9owdU,0.0,62.0,2009-01-01,alternative dance,11/18/17
Phoenix,Wolfgang Amadeus Phoenix,Armistice,2BW8xmYgAXFOzULQRNxiNh,0.579,0.799,9,-6.769,0,0.0315,3.42e-05,0.0862,0.634,149.964,185107,4,1xU878Z1QtBldR7ru9owdU,0.0,62.0,2009-01-01,alternative dance,11/18/17
Phoenix,Alone On Christmas Day,Alone on Christmas Day,2HP24Ry04xuAYdhvJQPfbN,0.405,0.735,6,-4.994,1,0.0387,0.0002,0.079,0.783,117.795,174973,4,1xU878Z1QtBldR7ru9owdU,0.0,62.0,2015-12-04,alternative dance,11/18/17
Vampire Weekend,Modern Vampires of the City,Obvious Bicycle,2gKZXeCTkQjblUQgnKF7Ow,0.472,0.29,9,-12.327,1,0.0957,0.000115,0.199,0.126,180.098,251253,4,5BvJzeQpmsdsFp4HGUYUEx,0.0,65.0,2013-05-27,baroque pop,11/18/17
Vampire Weekend,Modern Vampires of the City,Unbelievers,7psPPGwhFzP3pyOcb3ivcT,0.644,0.811,11,-7.681,1,0.0499,0.000629,0.169,0.831,154.903,202667,4,5BvJzeQpmsdsFp4HGUYUEx,0.0,65.0,2013-05-27,baroque pop,11/18/17
Vampire Weekend,Modern Vampires of the City,Step,78J9MBkAoqfvyeEpQKJDzD,0.624,0.724,10,-7.113,1,0.101,7.79e-06,0.101,0.624,78.008,251627,4,5BvJzeQpmsdsFp4HGUYUEx,0.0,65.0,2013-05-27,baroque pop,11/18/17
Vampire Weekend,Modern Vampires of the City,Diane Young,104pmtTQOlmW8Zt2BipGKH,0.419,0.803,11,-5.498,1,0.246,3.7e-05,0.206,0.764,86.958,160067,4,5BvJzeQpmsdsFp4HGUYUEx,0.0,65.0,2013-05-27,baroque pop,11/18/17
Vampire Weekend,Modern Vampires of the City,Don't Lie,2H6rj2XaBUJnag8iS2uKCt,0.486,0.72,0,-7.132,1,0.0304,0,0.135,0.804,180.112,213413,4,5BvJzeQpmsdsFp4HGUYUEx,0.0,65.0,2013-05-27,baroque pop,11/18/17
Vampire Weekend,Modern Vampires of the City,Hannah Hunt,3t87C08isN6yw2DnWOorLm,0.345,0.313,4,-10.098,1,0.0681,0.000822,0.1,0.164,207.969,237973,4,5BvJzeQpmsdsFp4HGUYUEx,0.0,65.0,2013-05-27,baroque pop,11/18/17
Vampire Weekend,Modern Vampires of the City,Everlasting Arms,5WbmgRh4WP3dfmcrPUDY4O,0.664,0.702,11,-8.072,1,0.188,0.00352,0.107,0.526,119.852,183320,4,5BvJzeQpmsdsFp4HGUYUEx,0.0,65.0,2013-05-27,baroque pop,11/18/17
Vampire Weekend,Modern Vampires of the City,Finger Back,5OLQo8LBsfh0LszlsyWlzL,0.668,0.822,0,-4.861,1,0.0855,1.72e-05,0.349,0.721,100.934,205960,4,5BvJzeQpmsdsFp4HGUYUEx,0.0,65.0,2013-05-27,baroque pop,11/18/17
Vampire Weekend,Modern Vampires of the City,Worship You,5y02IcERVgEUItFLeeZDz6,0.474,0.919,11,-5.966,1,0.0779,1.82e-06,0.314,0.303,149.055,201240,4,5BvJzeQpmsdsFp4HGUYUEx,0.0,65.0,2013-05-27,baroque pop,11/18/17
Vampire Weekend,Modern Vampires of the City,Ya Hey,4eE6vZ2vOrceLq4xgz3VmG,0.584,0.65,11,-6.481,1,0.0427,0.000283,0.0935,0.491,92.01,312653,4,5BvJzeQpmsdsFp4HGUYUEx,0.0,65.0,2013-05-27,baroque pop,11/18/17
Vampire Weekend,Modern Vampires of the City,Hudson,5eAjH216cLRo2rotXPTl3S,0.367,0.442,2,-10.37,0,0.0644,0.000416,0.135,0.23,80.066,254800,4,5BvJzeQpmsdsFp4HGUYUEx,0.0,65.0,2013-05-27,baroque pop,11/18/17
Vampire Weekend,Modern Vampires of the City,Young Lion,570ocPyYy6lgJPnPAo66cZ,0.272,0.232,10,-11.018,1,0.0397,0.0236,0.113,0.377,180.314,105360,3,5BvJzeQpmsdsFp4HGUYUEx,0.0,65.0,2013-05-27,baroque pop,11/18/17
Vampire Weekend,Contra,Horchata,22d5vvCijMTue7PvUrGiz9,0.834,0.787,0,-7.119,1,0.14,0,0.356,0.837,119.976,206733,4,5BvJzeQpmsdsFp4HGUYUEx,0.0,65.0,2010-01-12,baroque pop,11/18/17
Vampire Weekend,Contra,White Sky,1W2ox3KxfTEQfO5NdOaK7E,0.785,0.692,9,-5.647,1,0.0776,0.00505,0.326,0.944,102.019,178667,3,5BvJzeQpmsdsFp4HGUYUEx,0.0,65.0,2010-01-12,baroque pop,11/18/17
Vampire Weekend,Contra,Holiday,3ciC6GP8rOPxlkCYQIQ3jW,0.715,0.769,2,-5.239,1,0.105,0.000726,0.127,0.891,155.828,138293,4,5BvJzeQpmsdsFp4HGUYUEx,0.0,65.0,2010-01-12,baroque pop,11/18/17
Vampire Weekend,Contra,California English,616yWUonrccM3bckt85yC5,0.615,0.642,0,-8.334,1,0.321,5.08e-06,0.385,0.646,164.464,150240,4,5BvJzeQpmsdsFp4HGUYUEx,0.0,65.0,2010-01-12,baroque pop,11/18/17
Vampire Weekend,Contra,Taxi Cab,6000CTcjDKMkA1b7tgLcVi,0.69,0.363,2,-15.782,1,0.066,0.422,0.0796,0.71,167.979,235733,4,5BvJzeQpmsdsFp4HGUYUEx,0.0,65.0,2010-01-12,baroque pop,11/18/17
Vampire Weekend,Contra,Run,046knfAIKyTtsNHm88Xgh7,0.617,0.749,2,-6.494,1,0.0591,0.0431,0.0626,0.822,113.483,232600,4,5BvJzeQpmsdsFp4HGUYUEx,0.0,65.0,2010-01-12,baroque pop,11/18/17
Vampire Weekend,Contra,Cousins,1p5fFes80K9IPnZFqNca53,0.499,0.809,11,-5.132,1,0.206,0,0.0707,0.808,176.11,145267,4,5BvJzeQpmsdsFp4HGUYUEx,0.0,65.0,2010-01-12,baroque pop,11/18/17
Vampire Weekend,Contra,Giving Up The Gun,44WZJJnhlIMwARyEjigVRz,0.637,0.88,9,-5.202,1,0.0512,0.000164,0.0586,0.746,134.035,286160,4,5BvJzeQpmsdsFp4HGUYUEx,0.0,65.0,2010-01-12,baroque pop,11/18/17
Vampire Weekend,Contra,Diplomat’s Son,0ybF6SJTJw1RCpsF0QagFw,0.503,0.815,6,-6.967,1,0.338,0.0513,0.0838,0.842,193.93,361373,4,5BvJzeQpmsdsFp4HGUYUEx,0.0,65.0,2010-01-12,baroque pop,11/18/17
Vampire Weekend,Contra,I Think Ur A Contra,6DBKSzHJnmessG6SimxooQ,0.366,0.329,0,-12.848,1,0.0394,0.0743,0.0819,0.191,139.943,269160,3,5BvJzeQpmsdsFp4HGUYUEx,0.0,65.0,2010-01-12,baroque pop,11/18/17
Vampire Weekend,Vampire Weekend,Mansard Roof,1f1yeiwuYTE8uUK3azgIX1,0.536,0.7,5,-4.284,1,0.141,0.000107,0.201,0.714,165.406,127667,4,5BvJzeQpmsdsFp4HGUYUEx,0.0,65.0,2008-01-29,baroque pop,11/18/17
Vampire Weekend,Vampire Weekend,Oxford Comma,2Ml0l8YWJLQhPrRDLpQaDM,0.694,0.711,0,-4.237,1,0.0517,0.00124,0.0433,0.974,119.516,195733,4,5BvJzeQpmsdsFp4HGUYUEx,0.0,65.0,2008-01-29,baroque pop,11/18/17
Vampire Weekend,Vampire Weekend,A-Punk,1595LW73XBxkRk2ciQOHfr,0.548,0.816,2,-4.478,1,0.0499,0.0543,0.152,0.857,174.993,137760,4,5BvJzeQpmsdsFp4HGUYUEx,0.0,65.0,2008-01-29,baroque pop,11/18/17
Vampire Weekend,Vampire Weekend,Cape Cod Kwassa Kwassa,7q4MJZSiqPC16dbhQWxugv,0.852,0.518,2,-7.155,1,0.0413,0.0893,0.14,0.794,105.058,214707,4,5BvJzeQpmsdsFp4HGUYUEx,0.0,65.0,2008-01-29,baroque pop,11/18/17
Vampire Weekend,Vampire Weekend,M79,6L9qYgThsnIpK9CFKdZMnk,0.774,0.603,7,-6.941,1,0.04,0.00764,0.296,0.94,113.022,255760,4,5BvJzeQpmsdsFp4HGUYUEx,0.0,65.0,2008-01-29,baroque pop,11/18/17
Vampire Weekend,Vampire Weekend,Campus,7ui9Qq4JcPGcd3xWOeXhHp,0.524,0.709,7,-5.874,1,0.0632,0.193,0.0849,0.584,108.68,176467,3,5BvJzeQpmsdsFp4HGUYUEx,0.0,65.0,2008-01-29,baroque pop,11/18/17
Vampire Weekend,Vampire Weekend,Bryn,49DKrioOpK5IpKHRJzznST,0.536,0.747,2,-4.676,1,0.0481,0.039,0.321,0.833,179.752,133173,3,5BvJzeQpmsdsFp4HGUYUEx,0.0,65.0,2008-01-29,baroque pop,11/18/17
Vampire Weekend,Vampire Weekend,One (Blake's Got A New Face),6CyKXBfcqpoCBh4yRvoNyK,0.89,0.576,9,-7.846,1,0.0432,0.00311,0.0776,0.743,109.996,193000,4,5BvJzeQpmsdsFp4HGUYUEx,0.0,65.0,2008-01-29,baroque pop,11/18/17
Vampire Weekend,Vampire Weekend,I Stand Corrected,506GZgVmpcbJL88PH4V4EL,0.68,0.641,7,-9.443,1,0.0963,0.418,0.174,0.143,160.01,159760,4,5BvJzeQpmsdsFp4HGUYUEx,0.0,65.0,2008-01-29,baroque pop,11/18/17
Vampire Weekend,Vampire Weekend,Walcott,1Bw45KRmdKpX2pkIADDP0B,0.482,0.559,5,-5.454,1,0.0296,0.00273,0.223,0.597,80.777,221600,4,5BvJzeQpmsdsFp4HGUYUEx,0.0,65.0,2008-01-29,baroque pop,11/18/17
Vampire Weekend,Vampire Weekend,The Kids Don't Stand A Chance,6Uk9iD1hTgC5TKwB2HGCPD,0.659,0.453,0,-6.226,1,0.0365,0.44,0.182,0.906,140.015,243000,4,5BvJzeQpmsdsFp4HGUYUEx,0.0,65.0,2008-01-29,baroque pop,11/18/17
Vampire Weekend,Mansard Roof,Ladies Of Cambridge,140nBf3GZIWqPfrQKtdH7c,0.375,0.745,5,-6.089,1,0.126,0.123,0.165,0.643,205.317,158960,4,5BvJzeQpmsdsFp4HGUYUEx,0.0,65.0,2007-10-23,baroque pop,11/18/17
